0	0	0.0
0	1	0.0
0	2	0.0
0	3	0.0
0	4	0.0
0	5	1.0
0	6	1.0
0	7	1.0
0	8	0.0
0	9	1.0
0	10	0.0
0	11	1.0
0	12	0.0
0	13	1.0
0	14	0.0
0	15	0.0
0	16	1.0
0	17	0.0
0	18	1.0
0	19	0.0
0	20	1.0
0	21	0.0
0	22	0.0
0	23	0.0
0	24	1.0
0	25	0.0
0	26	1.0
0	27	0.0
0	28	1.0
0	29	0.0
0	30	1.0
0	31	0.0
0	32	1.0
0	33	1.0
0	34	1.0
0	35	0.0
0	36	1.0
0	37	1.0
0	38	1.0
0	39	1.0
0	40	0.0
0	41	0.0
0	42	0.0
0	43	0.0
0	44	0.0
0	45	1.0
0	46	0.0
0	47	0.0
0	48	1.0
0	49	1.0
0	50	1.0
0	51	0.0
0	52	0.0
0	53	1.0
0	54	1.0
0	55	1.0
0	56	1.0
0	57	1.0
0	58	0.0
0	59	1.0
0	60	1.0
0	61	1.0
0	62	1.0
0	63	1.0
0	64	1.0
0	65	0.0
0	66	1.0
0	67	1.0
0	68	1.0
0	69	0.0
0	70	1.0
0	71	0.0
0	72	1.0
0	73	1.0
0	74	1.0
0	75	0.0
0	76	0.0
1	77	0.0
1	78	0.0
1	79	0.0
1	80	0.0
1	81	0.0
1	82	0.0
1	83	0.0
1	84	0.0
1	85	0.0
1	86	1.0
1	87	0.0
1	88	1.0
1	89	0.0
1	90	0.0
1	91	0.0
1	92	0.0
1	93	1.0
1	94	1.0
1	95	0.0
1	96	0.0
1	97	1.0
1	98	0.0
1	99	1.0
1	100	1.0
1	101	0.0
1	102	0.0
1	103	0.0
1	104	1.0
1	105	0.0
1	106	1.0
1	107	1.0
1	108	0.0
1	109	1.0
1	110	0.0
1	111	1.0
1	112	0.0
1	113	0.0
1	114	0.0
1	115	1.0
1	116	1.0
1	117	0.0
1	118	1.0
1	119	0.0
1	120	1.0
1	121	0.0
1	122	1.0
1	123	0.0
1	124	1.0
1	125	1.0
1	126	1.0
1	127	0.0
1	128	0.0
1	129	1.0
1	130	0.0
1	131	0.0
1	132	0.0
1	133	0.0
1	134	1.0
1	135	1.0
1	136	0.0
1	137	1.0
1	138	0.0
1	139	1.0
1	140	1.0
1	141	0.0
1	142	0.0
1	143	0.0
1	144	0.0
1	145	0.0
1	146	1.0
1	147	1.0
1	148	0.0
1	149	0.0
1	150	0.0
1	151	0.0
1	152	0.0
1	153	0.0
1	154	0.0
1	155	0.0
1	156	1.0
1	157	1.0
1	158	0.0
1	159	0.0
1	160	0.0
1	161	0.0
1	162	1.0
1	163	0.0
1	164	0.0
1	165	1.0
1	166	0.0
1	167	0.0
1	168	1.0
1	169	0.0
1	170	0.0
1	171	1.0
1	172	1.0
1	173	0.0
1	174	1.0
1	175	0.0
1	176	1.0
1	177	0.0
1	178	1.0
1	179	1.0
1	180	1.0
1	181	0.0
1	182	0.0
1	183	0.0
1	184	0.0
1	185	0.0
1	186	0.0
1	187	0.0
1	188	1.0
1	189	0.0
1	190	1.0
1	191	0.0
1	192	1.0
1	193	1.0
1	194	0.0
1	195	1.0
1	196	1.0
1	197	1.0
1	198	0.0
1	199	1.0
1	200	1.0
1	201	1.0
1	202	1.0
1	203	1.0
1	204	1.0
1	205	0.0
1	206	0.0
1	207	0.0
1	208	1.0
1	209	0.0
1	210	0.0
1	211	0.0
1	212	0.0
1	213	0.0
1	214	0.0
1	215	0.0
1	216	1.0
1	217	0.0
1	218	1.0
1	219	0.0
1	220	1.0
1	221	0.0
1	222	0.0
1	223	0.0
1	224	0.0
1	225	1.0
1	226	0.0
1	227	1.0
1	228	0.0
1	229	0.0
1	230	0.0
1	231	1.0
1	232	0.0
1	233	1.0
1	234	0.0
1	235	0.0
1	236	0.0
1	237	0.0
1	238	0.0
1	239	1.0
1	240	0.0
1	241	1.0
1	242	1.0
1	243	1.0
1	244	1.0
1	245	1.0
1	246	0.0
1	247	0.0
1	248	1.0
1	249	0.0
1	250	1.0
1	251	1.0
1	252	1.0
1	253	1.0
1	254	1.0
1	255	0.0
1	256	1.0
1	257	1.0
1	258	0.0
1	259	0.0
1	260	0.0
1	261	0.0
1	262	0.0
1	263	0.0
2	264	0.0
2	265	0.0
2	266	1.0
2	267	1.0
2	268	1.0
2	269	1.0
2	270	0.0
2	271	1.0
2	272	0.0
2	273	0.0
2	274	0.0
2	275	1.0
2	276	1.0
2	277	0.0
2	278	1.0
2	279	0.0
2	280	1.0
2	281	0.0
2	282	0.0
2	283	0.0
2	284	1.0
2	285	0.0
2	286	1.0
2	287	0.0
2	288	0.0
2	289	1.0
2	290	0.0
2	291	1.0
2	292	1.0
2	293	1.0
2	294	1.0
2	295	1.0
2	296	1.0
2	297	0.0
2	298	1.0
2	299	1.0
2	300	0.0
2	301	0.0
2	302	1.0
2	303	1.0
2	304	0.0
2	305	1.0
2	306	0.0
2	307	1.0
2	308	0.0
2	309	1.0
2	310	0.0
2	311	0.0
2	312	0.0
2	313	1.0
2	314	0.0
2	315	1.0
2	316	0.0
2	317	0.0
2	318	1.0
2	319	0.0
2	320	0.0
2	321	1.0
2	322	0.0
2	323	0.0
2	324	0.0
2	325	0.0
2	326	0.0
2	327	0.0
2	328	1.0
2	329	1.0
2	330	1.0
2	331	1.0
2	332	0.0
2	333	0.0
2	334	1.0
2	335	1.0
2	336	1.0
2	337	1.0
2	338	0.0
2	339	1.0
2	340	1.0
2	341	1.0
2	342	0.0
2	343	0.0
2	344	0.0
2	345	0.0
2	346	1.0
2	347	0.0
2	348	0.0
2	349	0.0
2	350	1.0
2	351	0.0
2	352	1.0
2	353	0.0
2	354	1.0
2	355	0.0
2	356	1.0
2	357	0.0
2	358	1.0
2	359	1.0
2	360	0.0
2	361	1.0
2	362	1.0
2	363	1.0
2	364	1.0
2	365	0.0
2	366	0.0
2	367	0.0
2	368	0.0
2	369	0.0
2	370	0.0
2	371	0.0
3	372	0.0
3	373	1.0
3	374	0.0
3	375	0.0
3	376	0.0
3	377	0.0
3	378	0.0
3	379	0.0
3	380	0.0
3	381	0.0
3	382	0.0
3	383	1.0
3	384	1.0
3	385	0.0
3	386	1.0
3	387	1.0
3	388	0.0
3	389	1.0
3	390	0.0
3	391	1.0
3	392	0.0
3	393	1.0
3	394	0.0
3	395	1.0
3	396	0.0
3	397	1.0
3	398	0.0
3	399	1.0
3	400	0.0
3	401	1.0
3	402	0.0
3	403	1.0
3	404	0.0
3	405	1.0
3	406	0.0
3	407	1.0
3	408	1.0
3	409	0.0
3	410	0.0
3	411	0.0
3	412	0.0
3	413	1.0
3	414	1.0
3	415	1.0
3	416	0.0
3	417	1.0
3	418	1.0
3	419	0.0
3	420	0.0
3	421	0.0
3	422	1.0
3	423	1.0
3	424	0.0
3	425	0.0
3	426	1.0
3	427	1.0
3	428	1.0
3	429	0.0
3	430	1.0
3	431	1.0
3	432	1.0
3	433	0.0
3	434	0.0
3	435	0.0
3	436	0.0
3	437	0.0
3	438	0.0
3	439	1.0
3	440	1.0
3	441	1.0
3	442	0.0
3	443	0.0
3	444	0.0
3	445	1.0
3	446	1.0
3	447	1.0
3	448	1.0
3	449	0.0
3	450	1.0
3	451	0.0
3	452	1.0
3	453	0.0
3	454	0.0
3	455	0.0
3	456	0.0
3	457	0.0
3	458	0.0
3	459	0.0
3	460	0.0
3	461	1.0
3	462	1.0
3	463	1.0
3	464	1.0
3	465	0.0
3	466	1.0
3	467	0.0
3	468	1.0
3	469	0.0
3	470	1.0
3	471	0.0
3	472	0.0
3	473	1.0
3	474	1.0
3	475	1.0
3	476	1.0
3	477	0.0
3	478	1.0
